Name:		DI-NEARP-n833-Q16k
NrE458	204	968	7
NrE459	181	969	3
NrE460	205	970	18
NrE461	206	971	13
NrE462	972	973	34
NrE463	207	974	41
NrE464	208	975	12
NrE465	209	976	9
NrE466	210	977	17
NrE467	211	978	23
NrE468	212	979	18
NrE469	213	214	29
NrE470	215	980	25
NrE471	214	829	27
NrE472	216	981	9
NrE473	217	324	30
NrE474	217	982	13
NrE475	218	983	13
NrE476	219	984	11
NrE477	890	799	36
NrE478	892	776	4
NrE479	776	220	11
NrE480	220	775	2
NrE481	170	985	32
NrE482	370	325	23
NrE483	878	221	26
NrE484	221	326	16
NrE485	378	222	24
NrE486	876	327	28
NrE487	42	986	23
NrE488	848	328	12
NrE489	50	91	52
NrE490	53	987	15
NrE491	56	988	22
NrE492	61	989	48
NrE493	223	990	23
NrE494	65	224	27
NrE495	66	991	42
NrE496	67	225	17
NrE497	69	992	21
NrE498	17	993	24
NrE499	745	226	9
NrE500	78	994	18
NrE501	227	995	27
NrE502	82	110	23
NrE503	917	228	15
NrE504	228	229	26
NrE505	229	996	10
NrE506	12	996	35
NrE507	996	734	19
NrE508	230	997	30
NrE509	487	409	6
NrE510	998	736	10
NrE511	93	231	19
NrE512	963	737	35
NrE513	963	964	2
NrE514	176	964	15
NrE515	176	999	35
NrE516	68	1000	24
NrE517	232	1001	17
NrE518	512	233	28
NrE519	234	235	23
NrE520	101	1002	12
NrE521	540	329	45
NrE522	104	1003	29
NrE523	797	236	21
NrE524	236	330	24
NrE525	330	237	30
NrE526	237	238	14
NrE527	236	239	6
NrE528	237	1004	13
NrE529	109	1005	17
NrE530	115	240	7
NrE531	583	1006	3
NrE532	583	178	74
NrE533	178	204	5
NrE534	181	204	4
NrE535	181	241	6
NrE536	998	241	6
NrE537	205	998	8
NrE538	205	206	10
NrE539	206	242	6
NrE540	972	242	1
NrE541	972	243	7
NrE542	207	243	4
NrE543	207	208	4
NrE544	208	209	6
NrE545	209	210	24
NrE546	210	244	12
NrE547	244	245	11
NrE548	211	245	1
NrE549	211	212	17
NrE550	120	1007	19
NrE551	98	725	12
NrE552	725	246	144
NrE553	246	247	113
NrE554	246	1008	21
NrE555	585	129	36
NrE556	331	248	30
NrE557	248	249	23
NrE558	742	250	11
NrE559	136	1009	11
NrE560	913	251	6
NrE561	251	1010	10
NrE562	251	252	15
NrE563	145	1011	53
NrE564	151	1012	40
NrE565	152	1013	44
NrE566	920	332	74
NrE567	159	1014	9
NrE568	167	1015	18
NrE569	385	333	18
NrE570	745	1016	12
NrE571	668	253	51
NrE572	747	1017	2
NrE573	819	1018	8
NrE574	1018	256	3
NrE575	257	1019	11
NrE576	1018	258	19
NrE577	258	1020	2
NrE578	891	748	20
NrE579	749	259	19
NrE580	748	751	2
NrE581	750	752	2
NrE582	718	1021	11
NrE583	1021	334	20
NrE584	1021	335	18
NrE585	934	260	14
NrE586	774	759	8
NrE587	755	759	2
NrE588	755	757	13
NrE589	759	790	55
NrE590	757	790	58
NrE591	760	758	44
NrE592	894	761	44
NrE593	762	261	8
NrE594	758	762	8
NrE595	766	765	5
NrE596	765	767	37
NrE597	822	769	8
NrE598	769	262	5
NrE599	262	1022	12
NrE600	450	263	16
NrE601	75	1023	22
NrE602	99	771	3
NrE603	55	1024	20
NrE604	290	1025	57
NrE605	323	1006	6
NrE606	9	1026	58
NrE607	61	264	14
NrE608	1027	1028	305
NrE609	1027	1029	57
NrE610	1030	1029	231
NrE611	1031	1029	362
NrE612	1028	1032	5
NrE613	1032	1033	1
NrE614	1033	1034	6
NrE615	1030	1034	6
NrE616	1028	1030	4
NrE617	1027	777	122
NrE618	777	778	5
NrE619	779	230	20
NrE620	166	230	25
NrE621	92	166	31
NrE622	1035	265	2
NrE623	265	336	37
NrE624	336	1036	6
NrE625	1037	1038	38
NrE626	1038	1039	24
NrE627	1039	1040	14
NrE628	1040	1041	18
NrE629	514	1039	40
NrE630	530	559	13
NrE631	530	1042	29
NrE632	1037	1043	36
NrE633	1037	1031	36
NrE634	1043	1031	4
NrE635	1044	1045	1
NrE636	1045	1046	2
NrE637	1046	1047	1
NrE638	1047	1048	3
NrE639	1048	1049	3
NrE640	1044	1049	3
NrE641	1050	1051	3
NrE642	1050	1052	2
NrE643	1052	1053	1
NrE644	1053	1054	2
NrE645	1054	1055	1
NrE646	1055	1051	1
NrE647	1056	1057	10
NrE648	1057	1058	1
NrE649	132	1058	13
NrE650	485	780	9
NrE651	782	783	8
NrE652	783	1059	59
NrE653	919	1059	22
NrE654	919	337	12
NrE655	573	337	10
NrE656	147	1060	10
NrE657	859	1060	8
NrE658	859	1016	1
NrE659	226	1016	7
NrE660	226	1061	14
NrE661	1061	1062	1
NrE662	1062	785	19
NrE663	165	785	3
NrE664	787	726	3
NrE665	496	726	6
NrE666	496	606	4
NrE667	606	197	39
NrE668	886	197	10
NrE669	886	196	36
NrE670	196	791	71
NrE671	195	791	14
NrE672	195	793	27
NrE673	793	1063	33
NrE674	1059	625	15
NrE675	794	625	2
NrE676	795	338	10
NrE677	1060	338	1
NrE678	950	266	4
NrE679	950	267	8
NrE680	160	192	5
NrE681	192	953	12
NrE682	953	194	2
NrE683	194	239	24
NrE684	796	239	1
NrE685	796	608	38
NrE686	882	608	18
NrE687	44	882	18
NrE688	44	45	1
NrE689	45	268	14
NrE690	784	339	75
NrE691	95	339	14
NrE692	95	198	11
NrE693	883	198	1
NrE694	455	883	96
NrE695	868	798	5
NrE696	868	799	7
NrE697	2	90	12
NrE698	2	908	56
NrE699	908	938	9
NrE700	907	938	19
NrE701	295	907	11
NrE702	295	164	10
NrE703	59	164	38
NrE704	59	268	62
NrE705	191	268	20
NrE706	128	191	15
NrE707	128	1034	198
NrE708	1064	1065	214
NrE709	1065	1066	7
NrE710	948	1066	621
NrE711	686	808	1
NrE712	889	808	13
NrE713	889	905	14
NrE714	905	111	1
NrE715	36	199	9
NrE716	36	875	1
NrE717	875	200	18
NrE718	1	801	11
NrE719	348	141	10
NrE720	141	201	10
NrE721	645	322	17
NrE722	802	1067	6
NrE723	1067	1068	1
NrE724	1068	269	38
NrE725	269	665	5
NrE726	924	665	19
NrE727	924	1069	16
NrE728	1069	852	2
NrE729	118	852	49
NrE730	118	270	42
NrE731	270	804	36
NrE732	804	855	7
NrE733	948	855	8
NrE734	442	805	1
NrE735	498	806	11
NrE736	523	807	1
NrE737	523	119	21
NrE738	119	340	11
NrE739	4	686	15
NrE740	478	172	12
NrE741	74	810	32
NrE742	171	683	16
NrE743	872	171	18
NrE744	375	872	5
NrE745	813	925	1
NrE746	674	1070	12
NrE747	674	814	8
NrE748	685	271	15
NrE749	271	815	3
NrE750	683	816	1
NrE751	463	1071	28
NrE752	515	234	6
NrE753	515	690	15
NrE754	571	817	1
NrE755	857	216	61
NrE756	857	272	14
NrE757	820	819	10
NrE758	117	821	4
NrE759	117	143	12
NrE760	143	822	13
NrE761	822	823	44
NrE762	187	257	51
NrE763	217	257	22
NrE764	217	218	49
NrE765	218	232	8
NrE766	232	273	9
NrE767	219	273	20
NrE768	909	219	4
NrE769	909	729	50
NrE770	452	62	28
NrE771	62	223	3
NrE772	1006	825	3
NrE773	1072	1073	2
NrE774	1073	1074	2
NrE775	1074	1075	1
NrE776	1072	1075	2
NrE777	873	874	11
NrE778	873	405	1
NrE779	405	614	22
NrE780	394	614	5
NrE781	636	341	9
NrE782	6	341	4
NrE783	6	562	11
NrE784	826	274	4
NrE785	925	274	12
NrE786	531	827	24
NrE787	382	531	17
NrE788	18	227	11
NrE789	88	227	14
NrE790	448	88	1
NrE791	521	541	1
NrE792	215	541	75
NrE793	213	215	7
NrE794	275	342	15
NrE795	830	342	33
NrE796	122	739	10
NrE797	94	739	12
NrE798	94	518	3
NrE799	518	174	16
NrE800	831	832	20
NrE801	923	832	39
NrE802	923	276	46
NrE803	861	276	50
NrE804	861	864	56
NrE805	864	277	139
NrE806	339	277	1
NrE807	471	1076	49
NrE808	471	185	13
NrE809	713	185	1
NrE810	713	278	7
NrE811	867	278	42
NrE812	867	575	4
NrE813	935	279	3
NrE814	935	1077	1
NrE815	896	1078	5
NrE816	896	142	17
NrE817	291	47	8
NrE818	291	184	11
NrE819	839	139	5
NrE820	139	173	3
NrE821	840	1079	3
NrE822	1079	280	2
NrE823	86	280	10
NrE824	841	1080	1
NrE825	1080	1081	6
NrE826	343	1082	1
NrE827	576	577	1
NrE828	25	576	6
NrE829	25	866	1
NrE830	866	31	17
NrE831	31	843	12
NrE832	697	281	12
NrE833	833	281	1
NrE834	1083	1084	1
NrE835	1084	1085	3
NrE836	1085	1086	1
NrE837	1086	1087	2
NrE838	1087	1088	1
NrE839	1083	1088	2
NrE840	834	835	1
NrE841	904	835	1
NrE842	904	694	1
NrE843	694	834	1
NrE844	838	1089	11
NrE845	1089	1090	3
NrE846	1090	1091	3
NrE847	838	1091	5
NrE848	848	847	11
NrE849	92	1035	14
NrE850	1036	1043	19
NrE851	1041	1092	3
NrE852	1092	1093	1
NrE853	1093	1081	13
NrE854	1042	1044	13
NrE855	1047	1094	25
NrE856	1054	844	5
NrE857	1035	1095	6
NrE858	1056	1095	4
NrE859	1061	784	6
NrE860	1032	1064	6
NrE861	272	1072	12
NrE862	818	1073	6
NrE863	850	1096	13
NrE864	874	1096	4
NrE865	925	827	13
NrE866	1057	275	6
NrE867	1095	1097	1
NrE868	1076	1097	4
NrE869	1077	1083	6
NrE870	1078	1084	11
NrE871	1090	1098	19
NrE872	1046	1098	9
NrE873	1098	1099	1
NrE874	47	1099	7
NrE875	1082	1092	3
NrE876	1080	1100	14
NrE877	1087	1100	5
NrE878	354	1036	6
NrE879	344	1089	9
NrE880	884	1052	4
NrE881	1054	282	11
NrE882	513	1079	8
NrE883	534	1067	18
NrE884	540	1069	22
NrE885	620	1096	1
NrE886	696	1101	1
NrE887	1100	1101	1
NrE888	941	1074	6
NrE889	1036	1031	20
NrE890	1041	1081	5
NrE891	1042	1049	13
NrE892	1048	1102	25
NrE893	1055	844	4
NrE894	265	1103	5
NrE895	1097	1103	2
NrE896	1056	1097	4
NrE897	1062	784	4
NrE898	1033	1064	5
NrE899	272	1104	7
NrE900	1075	1104	4
NrE901	818	1074	6
NrE902	874	1105	27
NrE903	925	1070	8
NrE904	827	1070	7
NrE905	1058	275	5
NrE906	1095	1103	1
NrE907	1076	1103	4
NrE908	1077	1088	5
NrE909	1078	1085	11
NrE910	1091	1106	18
NrE911	1099	1106	2
NrE912	1045	1099	9
NrE913	1098	1106	1
NrE914	47	1106	7
NrE915	1082	1093	3
NrE916	841	1101	14
NrE917	1086	1101	6
NrE918	344	1090	9
NrE919	884	1050	4
NrE920	1053	282	9
NrE921	513	280	8
NrE922	534	300	3
NrE923	1068	300	14
NrE924	540	851	4
NrE925	941	1075	6
NrE926	1038	773	22
NrE927	1040	773	12
NrE928	1065	1066	6
NrE929	941	1104	6
NrE930	849	1107	5
NrE931	687	1071	9
NrE932	1108	283	6
NrE933	1109	1110	16
NrE934	1111	1112	12
NrE935	1110	466	144
NrE936	1110	284	2
NrE937	1051	284	14
NrE938	284	1113	85
NrE939	1113	1114	12
NrE940	1113	1115	11
NrE941	345	1116	32
NrE942	1108	1115	32
NrE943	1108	1114	32
NrE944	1115	1114	3
NrE945	345	1114	1
NrE946	1110	1114	97
NrE947	1110	1112	2
NrE948	1112	284	1
NrE949	850	1117	8
NrE950	1094	1118	2
NrE951	1109	1118	2
NrE952	1109	1117	1
NrE953	1117	1105	1
NrE954	1105	1102	1
NrE955	1094	1102	2
NrE956	1110	1111	13
NrE957	1111	1118	3
NrE958	1107	1108	12
NrE959	1107	1071	9
NrE960	853	285	22
NrE961	285	286	17
NrE962	285	803	29
NrE963	286	1119	40
NrE964	89	1120	37

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST

ARC	FROM N.	TO N.	T. COST
