Name:		DI-NEARP-n699-Q16k
NrE611	202	939	13
NrE612	175	940	17
NrE613	178	689	20
NrE614	173	941	22
NrE615	218	942	13
NrE616	219	943	59
NrE617	158	944	33
NrE618	157	945	15
NrE619	207	946	19
NrE620	220	947	84
NrE621	948	230	28
NrE622	221	949	16
NrE623	222	950	23
NrE624	215	951	19
NrE625	874	223	58
NrE626	224	329	13
NrE627	200	952	25
NrE628	856	953	7
NrE629	902	914	9
NrE630	712	914	14
NrE631	712	226	12
NrE632	218	226	9
NrE633	691	219	40
NrE634	889	691	35
NrE635	889	220	39
NrE636	205	220	29
NrE637	896	205	82
NrE638	858	896	7
NrE639	862	954	1
NrE640	951	954	21
NrE641	901	951	7
NrE642	901	922	9
NrE643	922	932	32
NrE644	932	948	12
NrE645	948	221	2
NrE646	221	224	48
NrE647	902	224	41
NrE648	902	912	12
NrE649	910	912	41
NrE650	211	217	15
NrE651	645	217	31
NrE652	645	955	15
NrE653	955	719	4
NrE654	720	227	57
NrE655	227	695	74
NrE656	899	695	22
NrE657	899	956	6
NrE658	862	953	4
NrE659	906	719	7
NrE660	953	954	5
NrE661	906	955	6
NrE662	874	228	18
NrE663	957	229	7
NrE664	222	229	24
NrE665	222	923	13
NrE666	203	218	30
NrE667	203	219	5
NrE668	910	211	22
NrE669	856	228	13
NrE670	663	958	13
NrE671	231	959	10
NrE672	232	960	11
NrE673	684	958	15
NrE674	186	961	13
NrE675	722	233	14
NrE676	201	962	13
NrE677	724	234	12
NrE678	235	963	13
NrE679	330	331	22
NrE680	915	332	7
NrE681	964	236	5
NrE682	236	965	5
NrE683	705	966	52
NrE684	725	237	6
NrE685	333	967	10
NrE686	228	968	12
NrE687	663	162	5
NrE688	231	238	11
NrE689	231	232	5
NrE690	232	239	12
NrE691	958	239	1
NrE692	723	240	11
NrE693	326	235	1
NrE694	330	199	1
NrE695	915	964	5
NrE696	206	964	17
NrE697	672	725	11
NrE698	237	241	19
NrE699	333	702	6
NrE700	923	242	25
NrE701	683	170	9
NrE702	726	156	4
NrE703	697	969	2
NrE704	970	971	23
NrE705	243	972	5
NrE706	244	245	30
NrE707	956	246	9
NrE708	246	247	9
NrE709	335	248	3
NrE710	248	249	2
NrE711	249	250	25
NrE712	970	250	1
NrE713	970	973	7
NrE714	973	251	14
NrE715	251	252	68
NrE716	252	253	28
NrE717	243	246	7
NrE718	243	974	2
NrE719	253	254	15
NrE720	729	730	14
NrE721	171	975	35
NrE722	975	976	32
NrE723	976	257	34
NrE724	973	334	65
NrE725	895	244	14
NrE726	245	255	8
NrE727	245	977	21
NrE728	254	978	32
NrE729	975	256	67
NrE730	976	258	50
NrE731	194	979	22
NrE732	249	259	22
NrE733	248	980	11
NrE734	251	981	18
NrE735	250	982	13
NrE736	956	253	108
NrE737	247	260	23
NrE738	258	261	73
NrE739	335	247	10

ReA.	FROM N.	TO N.	T. COST	DEMAND	S. COST

ARC	FROM N.	TO N.	T. COST
