Name:	DI-NEARP-n160-Q2k.dat				
418	90	0	0	20	
43	67	0	0	23	
384	35	0	0	21	
339	75	0	0	21	
328	76	0	0	13	
329	76	0	0	20	
448	77	0	0	8	
273	189	0	0	8	
7	229	0	0	21	
227	219	0	0	20	
190	301	0	0	29	
320	59	0	0	31	
253	78	0	0	32	
300	303	0	0	6	
387	430	0	0	49	
126	91	0	0	10	
150	396	0	0	44	
255	139	0	0	38	
121	150	0	0	16	
16	43	0	0	15	
327	74	0	0	13	
446	79	0	0	6	
330	431	0	0	22	
434	92	0	0	26	
176	93	0	0	25	
323	93	0	0	23	
113	432	0	0	12	
427	70	0	0	28	
261	80	0	0	13	
277	320	0	0	20	
5	206	0	0	14	
15	62	0	0	14	
288	232	0	0	8	
94	422	0	0	51	
95	176	0	0	53	
407	96	0	0	43	
104	231	0	0	15	
436	441	0	0	10	
423	441	0	0	19	
353	231	0	0	8	
18	318	0	0	95	
23	392	0	0	3	
394	182	0	0	8	
244	218	0	0	17	
275	444	0	0	35	
428	81	0	0	7	
386	420	0	0	14	
439	216	0	0	11	
448	82	0	0	29	
82	83	0	0	9	
280	84	0	0	8	
96	84	0	0	5	
287	85	0	0	12	
141	85	0	0	25	
248	82	0	0	19	
377	71	0	0	28	
375	395	0	0	8	
291	75	0	0	19	
446	448	0	0	29	
349	230	0	0	6	
					
-----------ARCS----------					
INDEX-I	INDEX-J	QTY	IS-REQUIRED	TR-COST	
					
----------TURNS----------					
INDEX-I	INDEX-J	INDEX-K	COST	TYPE	
1	54	1	40	U	
1	54	269	8	F	
1	167	1	40	U	
1	167	168	8	F	
1	167	252	24	L	
1	239	1	40	U	
1	239	312	24	L	
1	239	370	8	F	
2	240	2	40	U	
2	240	277	24	L	
2	240	421	8	F	
2	256	2	40	U	
2	256	257	8	F	
2	256	379	0	R	
2	276	2	40	U	
2	276	277	0	R	
2	276	380	8	F	
3	181	3	40	U	
3	181	131	24	L	
3	181	182	8	F	
3	181	212	0	R	
3	209	3	40	U	
3	209	141	8	F	
3	212	3	40	U	
3	212	174	8	F	
3	212	181	24	L	
4	137	4	40	U	
4	137	138	0	R	
4	137	284	8	F	
5	15	5	40	U	
5	15	62	0	R	
5	15	297	8	F	
5	206	5	40	U	
5	206	62	24	L	
5	206	320	8	F	
5	271	5	40	U	
5	271	287	8	F	
5	271	296	0	R	
6	19	6	40	U	
6	19	20	0	R	
6	19	170	8	F	
6	103	6	40	U	
6	103	116	24	L	
6	103	171	8	F	
6	110	6	40	U	
6	110	111	8	F	
6	110	115	0	R	
6	110	397	24	L	
7	99	7	40	U	
7	99	100	8	F	
7	99	134	24	L	
7	229	7	40	U	
7	229	230	0	R	
7	229	353	8	F	
7	368	7	40	U	
7	368	369	8	F	
7	368	445	24	L	
8	47	8	40	U	
8	47	225	8	F	
8	47	338	0	R	
8	107	8	40	U	
8	107	106	8	F	
8	294	8	40	U	
8	294	109	8	F	
8	294	337	0	R	
9	297	9	40	U	
9	297	15	8	F	
9	297	296	0	R	
9	304	9	40	U	
9	304	296	8	F	
9	304	384	0	R	
9	350	9	40	U	
9	350	172	8	F	
9	350	384	24	L	
10	25	10	40	U	
10	25	283	8	F	
10	114	10	40	U	
10	114	113	8	F	
10	114	147	24	L	
10	319	10	40	U	
10	319	168	8	F	
10	319	355	24	L	
11	26	11	40	U	
11	26	380	24	L	
11	26	381	8	F	
11	286	11	40	U	
11	286	287	24	L	
11	286	320	8	F	
11	399	11	40	U	
11	399	287	8	F	
11	399	382	24	L	
12	94	12	40	U	
12	94	29	8	F	
12	94	422	24	L	
12	290	12	40	U	
12	290	51	8	F	
12	290	89	0	R	
12	290	151	24	L	
12	422	12	40	U	
12	422	50	24	L	
12	422	94	8	F	
12	442	12	40	U	
12	442	64	24	L	
12	442	89	8	F	
13	342	13	40	U	
13	342	329	8	F	
13	342	429	0	R	
13	411	13	40	U	
13	411	261	8	F	
13	411	429	24	L	
14	142	14	40	U	
14	142	143	8	F	
14	142	338	24	L	
14	344	14	40	U	
14	344	143	8	F	
14	344	345	0	R	
14	346	14	40	U	
14	346	30	8	F	
14	346	345	24	L	
15	5	15	40	U	
15	5	206	24	L	
15	5	271	8	F	
15	62	15	40	U	
15	62	206	8	F	
15	62	222	24	L	
15	297	9	8	F	
15	297	15	40	U	
15	297	296	24	L	
16	43	16	40	U	
16	43	67	24	L	
16	43	402	8	F	
16	44	16	40	U	
16	44	274	24	L	
16	44	351	8	F	
16	352	16	40	U	
16	352	195	0	R	
16	352	226	24	L	
16	352	272	8	F	
17	31	17	40	U	
17	31	369	8	F	
17	31	403	0	R	
17	353	17	40	U	
17	353	229	0	R	
17	353	231	8	F	
17	354	17	40	U	
17	354	289	8	F	
17	354	403	24	L	
18	318	18	40	U	
18	318	317	0	R	
18	318	412	24	L	
18	318	444	8	F	
18	339	18	40	U	
18	339	75	24	L	
18	339	191	8	F	
18	401	18	40	U	
18	401	61	0	R	
18	401	258	8	F	
19	6	19	40	U	
19	6	103	0	R	
19	6	110	8	F	
19	20	19	40	U	
19	20	397	8	F	
19	170	19	40	U	
19	170	171	24	L	
19	170	316	8	F	
20	19	6	24	L	
20	19	20	40	U	
20	19	170	8	F	
20	397	20	40	U	
20	397	110	0	R	
20	397	398	8	F	
21	257	21	40	U	
21	257	256	0	R	
21	257	405	8	F	
21	364	21	40	U	
22	207	22	40	U	
22	207	208	8	F	
22	207	217	0	R	
22	207	383	24	L	
22	245	22	40	U	
22	245	244	24	L	
23	369	23	40	U	
23	369	31	24	L	
23	369	368	8	F	
23	392	23	40	U	
23	392	39	0	R	
23	392	391	8	F	
23	434	23	40	U	
23	434	48	8	F	
23	434	92	0	R	
24	112	24	40	U	
24	112	105	0	R	
24	112	184	8	F	
25	10	25	40	U	
25	10	114	24	L	
25	10	319	8	F	
25	283	25	40	U	
25	283	147	24	L	
25	283	316	8	F	
26	11	26	40	U	
26	11	286	8	F	
26	11	399	24	L	
26	380	26	40	U	
26	380	276	8	F	
26	380	379	0	R	
26	381	26	40	U	
26	381	52	8	F	
26	381	382	0	R	
27	139	27	40	U	
27	139	255	0	R	
27	139	311	8	F	
27	155	27	40	U	
27	155	154	8	F	
27	155	255	24	L	
27	163	27	40	U	
27	163	154	24	L	
27	163	415	8	F	
27	400	27	40	U	
27	400	169	8	F	
27	400	327	24	L	
28	125	28	40	U	
28	125	38	0	R	
28	125	126	8	F	
28	127	28	40	U	
28	127	128	8	F	
28	317	28	40	U	
28	317	278	24	L	
28	317	318	8	F	
29	63	29	40	U	
29	94	12	24	L	
29	94	29	40	U	
29	94	422	8	F	
29	377	29	40	U	
29	377	71	0	R	
29	377	415	0	R	
29	377	429	8	F	
30	306	30	40	U	
30	306	120	8	F	
30	306	305	24	L	
30	306	338	0	R	
30	346	14	24	L	
30	346	30	40	U	
30	346	345	8	F	
31	17	31	40	U	
31	17	353	8	F	
31	17	354	24	L	
31	369	23	0	R	
31	369	31	40	U	
31	369	368	8	F	
31	403	31	40	U	
31	403	241	8	F	
31	403	354	0	R	
32	185	32	40	U	
32	185	56	0	R	
32	185	91	24	L	
32	185	418	0	R	
32	378	32	40	U	
32	378	48	8	F	
32	378	164	24	L	
32	394	32	40	U	
32	394	56	24	L	
32	394	164	0	R	
32	394	182	8	F	
33	146	33	40	U	
33	146	223	8	F	
33	263	33	40	U	
33	263	183	24	L	
33	263	189	8	F	
33	410	33	40	U	
33	410	104	8	F	
33	410	409	0	R	
34	299	34	40	U	
34	299	298	24	L	
34	299	322	0	R	
34	299	359	8	F	
35	157	35	40	U	
35	157	141	24	L	
35	157	173	8	F	
35	384	35	40	U	
35	384	304	0	R	
35	384	350	8	F	
36	186	36	40	U	
36	186	68	24	L	
36	186	145	8	F	
36	386	36	40	U	
36	386	68	0	R	
36	386	420	8	F	
36	386	430	24	L	
36	387	36	40	U	
36	387	388	0	R	
36	387	430	0	R	
36	387	443	8	F	
37	330	37	40	U	
37	330	74	0	R	
37	330	329	0	R	
37	330	431	8	F	
37	388	37	40	U	
37	388	58	0	R	
37	388	70	24	L	
37	388	387	8	F	
38	39	38	40	U	
38	39	390	0	R	
38	39	392	8	F	
38	125	28	8	F	
38	125	38	40	U	
38	125	126	0	R	
38	390	38	40	U	
38	390	39	24	L	
38	390	391	8	F	
39	38	39	40	U	
39	38	125	8	F	
39	38	390	24	L	
39	390	38	8	F	
39	390	39	40	U	
39	390	391	24	L	
39	392	23	8	F	
39	392	39	40	U	
39	392	391	0	R	
40	158	40	40	U	
40	158	159	8	F	
40	158	371	0	R	
40	223	40	40	U	
40	223	146	8	F	
40	223	389	24	L	
40	393	40	40	U	
40	393	335	8	F	
40	393	371	24	L	
41	144	41	40	U	
41	144	145	0	R	
41	144	314	8	F	
41	145	41	40	U	
41	145	144	24	L	
41	145	186	8	F	
41	284	41	40	U	
41	284	116	0	R	
41	284	137	24	L	
41	284	235	8	F	
42	250	42	40	U	
42	250	251	8	F	
42	250	331	0	R	
43	16	43	40	U	
43	16	44	24	L	
43	16	352	8	F	
43	67	43	40	U	
43	67	373	24	L	
43	67	426	8	F	
43	402	43	40	U	
43	402	270	8	F	
43	402	426	24	L	
44	16	43	8	F	
44	16	44	40	U	
44	16	352	24	L	
44	274	44	40	U	
44	274	264	0	R	
44	274	270	8	F	
44	351	44	40	U	
44	351	227	8	F	
44	351	264	24	L	
45	302	45	40	U	
45	302	303	8	F	
45	302	370	0	R	
45	325	45	40	U	
45	325	178	24	L	
45	325	324	8	F	
45	325	363	0	R	
46	409	46	40	U	
46	409	184	8	F	
46	409	410	0	R	
47	8	47	40	U	
47	8	107	0	R	
47	8	294	8	F	
47	225	47	40	U	
47	225	224	24	L	
47	225	438	8	F	
47	338	47	40	U	
47	338	142	8	F	
47	338	306	0	R	
48	49	48	40	U	
48	49	164	8	F	
48	378	32	8	F	
48	378	48	40	U	
48	378	164	0	R	
48	434	23	8	F	
48	434	48	40	U	
48	434	92	24	L	
49	48	49	40	U	
49	48	378	0	R	
49	48	434	8	F	
49	164	49	40	U	
49	164	378	24	L	
49	164	394	8	F	
50	422	12	0	R	
50	422	50	40	U	
50	422	94	8	F	
51	290	12	8	F	
51	290	51	40	U	
51	290	89	24	L	
51	290	151	0	R	
51	416	51	0	O	
52	381	26	8	F	
52	381	52	40	U	
52	381	382	24	L	
52	404	52	40	U	
52	404	405	24	L	
52	404	447	8	F	
52	428	52	40	U	
52	428	81	0	R	
52	428	447	8	F	
53	253	53	40	U	
53	253	78	8	F	
53	253	252	24	L	
53	253	254	24	L	
53	253	371	0	R	
53	268	53	40	U	
53	268	247	8	F	
53	268	254	0	R	
54	1	54	40	U	
54	1	167	8	F	
54	1	239	0	R	
54	269	54	40	U	
54	269	100	8	F	
54	269	135	0	R	
55	108	55	40	U	
55	108	109	24	L	
55	108	199	8	F	
55	108	201	0	R	
55	295	55	40	U	
55	295	109	0	R	
55	295	337	8	F	
55	295	365	24	L	
55	336	55	40	U	
55	336	201	8	F	
55	336	406	0	R	
55	435	55	40	U	
55	435	406	24	L	
55	435	423	0	R	
55	435	436	8	F	
56	185	32	24	L	
56	185	56	40	U	
56	185	91	24	L	
56	185	418	0	R	
56	394	32	0	R	
56	394	56	40	U	
56	394	164	0	R	
56	394	182	8	F	
57	316	57	40	U	
57	316	170	0	R	
57	316	283	8	F	
58	388	37	24	L	
58	388	58	40	U	
58	388	70	8	F	
58	388	387	0	R	
58	431	58	40	U	
58	431	169	8	F	
58	431	330	0	R	
59	320	59	40	U	
59	320	206	0	R	
59	320	277	24	L	
59	320	286	8	F	
59	421	59	40	U	
59	421	240	0	R	
59	421	357	8	F	
60	100	60	40	U	
60	100	99	8	F	
60	100	269	0	R	
60	100	308	24	L	
60	216	60	40	U	
60	216	439	8	F	
61	292	61	40	U	
61	292	291	0	R	
61	292	307	8	F	
61	401	18	8	F	
61	401	61	40	U	
61	401	258	0	R	
61	419	61	40	U	
61	419	259	24	L	
61	419	308	0	R	
61	419	445	8	F	
62	15	5	24	L	
62	15	62	40	U	
62	15	297	8	F	
62	206	5	0	R	
62	206	62	40	U	
62	206	320	8	F	
62	222	62	40	U	
62	222	172	24	L	
62	222	221	8	F	
63	29	63	40	U	
63	29	94	0	R	
63	29	377	8	F	
64	442	12	8	F	
64	442	64	40	U	
64	442	89	24	L	
65	444	65	40	U	
65	444	275	0	R	
65	444	318	8	F	
66	202	66	40	U	
66	202	203	8	F	
66	202	372	24	L	
66	202	407	0	R	
67	43	16	8	F	
67	43	67	40	U	
67	43	402	24	L	
67	373	67	40	U	
67	373	194	8	F	
67	373	374	0	R	
67	426	67	40	U	
67	426	213	8	F	
67	426	402	0	R	
67	426	447	24	L	
68	133	68	40	U	
68	133	132	8	F	
68	186	36	0	R	
68	186	68	40	U	
68	186	145	8	F	
68	386	36	24	L	
68	386	68	40	U	
68	386	420	0	R	
68	386	430	8	F	
69	439	69	40	U	
69	439	216	8	F	
69	439	370	0	R	
70	388	37	0	R	
70	388	58	0	R	
70	388	70	40	U	
70	388	387	8	F	
70	427	70	40	U	
70	427	260	8	F	
70	427	430	0	R	
71	328	71	40	U	
71	328	76	24	L	
71	328	327	8	F	
71	377	29	8	F	
71	377	71	40	U	
71	377	415	24	L	
71	377	429	0	R	
71	415	71	40	U	
71	415	163	8	F	
71	415	377	0	R	
72	413	72	40	U	
72	413	89	8	F	
73	358	73	40	U	
73	358	357	0	R	
73	358	359	8	F	
74	327	74	40	U	
74	327	328	0	R	
74	327	400	8	F	
74	330	37	8	F	
74	330	74	40	U	
74	330	329	24	L	
74	330	431	0	R	
75	291	75	40	U	
75	291	292	24	L	
75	291	300	8	F	
75	339	18	0	R	
75	339	75	40	U	
75	339	191	8	F	
76	328	71	0	R	
76	328	76	40	U	
76	328	327	8	F	
76	329	76	40	U	
76	329	330	8	F	
76	329	342	24	L	
77	448	77	40	U	
77	448	82	8	F	
77	448	446	0	R	
78	253	53	8	F	
78	253	78	40	U	
78	253	252	0	R	
78	253	254	0	R	
78	253	371	24	L	
78	267	78	40	U	
78	267	135	8	F	
78	267	335	0	R	
78	285	78	40	U	
78	285	135	0	R	
78	285	252	8	F	
79	446	79	40	U	
79	446	357	0	R	
79	446	448	8	F	
80	261	80	40	U	
80	261	260	24	L	
80	261	411	8	F	
81	374	81	40	U	
81	374	373	8	F	
81	374	382	0	R	
81	428	52	24	L	
81	428	81	40	U	
81	428	447	8	F	
82	83	82	40	U	
82	248	82	40	U	
82	248	214	8	F	
82	248	249	24	L	
82	448	77	0	R	
82	448	82	40	U	
82	448	446	8	F	
83	82	83	40	U	
83	82	248	8	F	
83	82	448	0	R	
84	96	84	40	U	
84	96	228	0	R	
84	96	407	8	F	
84	280	84	40	U	
84	280	281	24	L	
84	280	408	8	F	
85	141	85	40	U	
85	141	140	24	L	
85	141	157	0	R	
85	141	209	8	F	
85	287	85	40	U	
85	287	271	24	L	
85	287	286	8	F	
85	287	399	0	R	
86	136	86	40	U	
86	136	161	8	F	
86	136	162	24	L	
86	156	86	40	U	
86	156	162	0	R	
86	156	443	8	F	
86	160	86	40	U	
86	160	161	24	L	
86	160	169	8	F	
86	162	86	40	U	
86	162	136	0	R	
86	162	156	8	F	
87	143	87	40	U	
87	143	142	8	F	
87	143	180	0	R	
87	143	344	24	L	
87	244	87	40	U	
87	244	218	0	R	
87	244	245	8	F	
87	244	356	24	L	
88	200	88	40	U	
88	200	201	0	R	
88	200	375	8	F	
88	200	406	0	R	
88	360	88	40	U	
88	360	129	24	L	
88	360	333	8	F	
89	290	12	24	L	
89	290	51	0	R	
89	290	89	40	U	
89	290	151	8	F	
89	331	89	40	U	
89	331	250	24	L	
89	331	332	8	F	
89	413	72	24	L	
89	413	89	40	U	
89	442	12	8	F	
89	442	64	0	R	
89	442	89	40	U	
90	418	90	40	U	
90	418	95	8	F	
90	418	185	0	R	
91	126	91	40	U	
91	126	125	24	L	
91	126	128	8	F	
91	185	32	0	R	
91	185	56	0	R	
91	185	91	40	U	
91	185	418	8	F	
92	417	92	40	U	
92	417	241	8	F	
92	417	243	24	L	
92	434	23	8	F	
92	434	48	0	R	
92	434	92	40	U	
93	176	93	40	U	
93	176	95	8	F	
93	176	175	24	L	
93	323	93	40	U	
93	323	174	8	F	
93	323	175	0	R	
94	12	94	40	U	
94	12	290	8	F	
94	12	422	0	R	
94	12	442	0	R	
94	29	63	24	L	
94	29	94	40	U	
94	29	377	8	F	
94	422	12	24	L	
94	422	50	8	F	
94	422	94	40	U	
95	175	95	40	U	
95	175	176	24	L	
95	175	323	8	F	
95	176	93	8	F	
95	176	95	40	U	
95	176	175	0	R	
95	418	90	0	R	
95	418	95	40	U	
95	418	185	8	F	
96	84	96	40	U	
96	84	280	8	F	
96	228	96	40	U	
96	228	118	0	R	
96	228	153	8	F	
96	228	343	24	L	
96	407	96	40	U	
96	407	202	8	F	
96	407	398	24	L	
97	98	97	40	U	
97	98	224	24	L	
97	98	359	8	F	
97	117	97	40	U	
97	117	362	8	F	
97	117	438	0	R	
98	97	98	40	U	
98	97	117	8	F	
98	224	98	40	U	
98	224	225	24	L	
98	224	347	8	F	
98	359	98	40	U	
98	359	299	8	F	
98	359	358	24	L	
99	7	99	40	U	
99	7	229	0	R	
99	7	368	8	F	
99	100	60	8	F	
99	100	99	40	U	
99	100	269	24	L	
99	100	308	0	R	
99	134	99	40	U	
99	134	135	8	F	
99	134	348	24	L	
100	60	100	40	U	
100	60	216	8	F	
100	99	7	8	F	
100	99	100	40	U	
100	99	134	0	R	
100	269	54	0	R	
100	269	100	40	U	
100	269	135	8	F	
100	308	100	40	U	
100	308	307	8	F	
100	308	419	0	R	
101	102	101	40	U	
101	172	101	40	U	
101	172	222	8	F	
101	172	350	0	R	
101	282	101	40	U	
102	101	102	40	U	
102	101	172	8	F	
102	101	282	24	L	
103	6	19	24	L	
103	6	103	40	U	
103	6	110	8	F	
103	116	103	40	U	
103	116	115	24	L	
103	116	284	8	F	
103	171	103	40	U	
103	171	148	8	F	
103	171	170	0	R	
103	171	233	24	L	
104	105	104	40	U	
104	105	112	0	R	
104	105	130	8	F	
104	231	104	40	U	
104	231	232	24	L	
104	231	353	8	F	
104	288	104	40	U	
104	288	232	0	R	
104	288	361	0	R	
104	288	389	8	F	
104	410	33	0	R	
104	410	104	40	U	
104	410	409	8	F	
105	104	105	40	U	
105	104	231	0	R	
105	104	288	8	F	
105	104	410	24	L	
105	112	24	24	L	
105	112	105	40	U	
105	112	184	8	F	
105	130	105	40	U	
105	130	131	8	F	
105	130	289	24	L	
106	107	8	8	F	
106	107	106	40	U	
106	313	106	40	U	
106	313	347	8	F	
106	313	366	24	L	
106	337	106	40	U	
106	337	294	24	L	
106	337	295	8	F	
106	337	366	0	R	
107	8	47	8	F	
107	8	107	40	U	
107	8	294	0	R	
107	106	107	40	U	
107	106	313	8	F	
107	106	337	24	L	
108	55	108	40	U	
108	55	295	0	R	
108	55	336	24	L	
108	55	435	8	F	
108	109	108	40	U	
108	109	120	8	F	
108	109	294	24	L	
108	109	295	24	L	
108	199	108	40	U	
108	199	124	8	F	
108	199	310	24	L	
108	201	108	40	U	
108	201	123	24	L	
108	201	200	8	F	
108	201	309	24	L	
108	201	336	0	R	
109	108	55	0	R	
109	108	109	40	U	
109	108	199	24	L	
109	108	201	8	F	
109	120	109	40	U	
109	120	306	8	F	
109	294	8	8	F	
109	294	109	40	U	
109	294	337	24	L	
109	295	55	24	L	
109	295	109	40	U	
109	295	337	0	R	
109	295	365	8	F	
110	6	19	8	F	
110	6	103	24	L	
110	6	110	40	U	
110	111	110	40	U	
110	111	166	8	F	
110	111	311	0	R	
110	115	110	40	U	
110	115	116	0	R	
110	115	314	8	F	
110	397	20	24	L	
110	397	110	40	U	
110	397	398	8	F	
111	110	6	8	F	
111	110	111	40	U	
111	110	115	24	L	
111	110	397	0	R	
111	166	111	40	U	
111	166	165	8	F	
111	166	396	24	L	
111	311	111	40	U	
111	311	139	24	L	
111	311	315	8	F	
112	24	112	40	U	
112	105	104	24	L	
112	105	112	40	U	
112	105	130	8	F	
112	184	112	40	U	
112	184	183	8	F	
112	184	409	0	R	
113	114	10	8	F	
113	114	113	40	U	
113	114	147	0	R	
113	198	113	40	U	
113	198	414	8	F	
113	355	113	40	U	
113	355	312	8	F	
113	355	319	0	R	
113	432	113	40	U	
113	432	148	8	F	
113	432	234	0	R	
114	10	25	0	R	
114	10	114	40	U	
114	10	319	8	F	
114	113	114	40	U	
114	113	198	8	F	
114	113	355	0	R	
114	113	432	24	L	
114	147	114	40	U	
114	147	148	0	R	
114	147	283	8	F	
115	110	6	24	L	
115	110	111	0	R	
115	110	115	40	U	
115	110	397	8	F	
115	116	103	0	R	
115	116	115	40	U	
115	116	284	8	F	
115	314	115	40	U	
115	314	144	0	R	
115	314	315	8	F	
116	103	6	0	R	
116	103	116	40	U	
116	103	171	8	F	
116	115	110	8	F	
116	115	116	40	U	
116	115	314	0	R	
116	284	41	24	L	
116	284	116	40	U	
116	284	137	8	F	
116	284	235	0	R	
117	97	98	8	F	
117	97	117	40	U	
117	362	117	40	U	
117	362	298	24	L	
117	362	356	8	F	
117	438	117	40	U	
117	438	179	24	L	
117	438	225	8	F	
118	119	118	40	U	
118	119	153	8	F	
118	119	375	0	R	
118	228	96	24	L	
118	228	118	40	U	
118	228	153	0	R	
118	228	343	8	F	
118	281	118	40	U	
118	281	280	8	F	
118	281	395	24	L	
119	118	119	40	U	
119	118	228	8	F	
119	118	281	24	L	
119	153	119	40	U	
119	153	228	24	L	
119	153	406	0	R	
119	153	436	8	F	
119	375	119	40	U	
119	375	200	24	L	
119	375	395	8	F	
120	109	108	8	F	
120	109	120	40	U	
120	109	294	0	R	
120	109	295	0	R	
120	306	30	8	F	
120	306	120	40	U	
120	306	305	0	R	
120	306	338	24	L	
121	122	121	40	U	
121	122	165	0	R	
121	122	255	8	F	
121	149	121	40	U	
121	149	150	24	L	
121	149	396	24	L	
121	149	408	8	F	
121	150	121	40	U	
121	150	149	8	F	
121	150	165	24	L	
121	150	396	24	L	
121	395	121	40	U	
121	395	281	24	L	
121	395	375	8	F	
122	121	122	40	U	
122	121	149	24	L	
122	121	150	24	L	
122	121	395	8	F	
122	165	122	40	U	
122	165	150	0	R	
122	165	166	8	F	
122	255	122	40	U	
122	255	139	8	F	
122	255	155	24	L	
123	124	123	40	U	
123	124	199	8	F	
123	124	334	0	R	
123	129	123	40	U	
123	129	360	8	F	
123	201	108	0	R	
123	201	123	40	U	
123	201	200	24	L	
123	201	309	0	R	
123	201	336	8	F	
124	123	124	40	U	
124	123	129	8	F	
124	123	201	0	R	
124	199	108	8	F	
124	199	124	40	U	
124	199	310	0	R	
124	334	124	40	U	
124	334	309	8	F	
124	334	333	0	R	
125	28	125	40	U	
125	28	127	0	R	
125	28	317	8	F	
125	38	39	8	F	
125	38	125	40	U	
125	38	390	0	R	
125	126	91	8	F	
125	126	125	40	U	
125	126	128	24	L	
126	91	126	40	U	
126	91	185	8	F	
126	125	28	8	F	
126	125	38	24	L	
126	125	126	40	U	
126	128	126	40	U	
126	128	127	24	L	
126	128	275	8	F	
127	28	125	24	L	
127	28	127	40	U	
127	28	317	8	F	
127	128	126	8	F	
127	128	127	40	U	
127	128	275	24	L	
128	126	91	8	F	
128	126	125	0	R	
128	126	128	40	U	
128	127	28	8	F	
128	127	128	40	U	
128	275	128	40	U	
128	275	412	24	L	
128	275	444	24	L	
129	123	124	8	F	
129	123	129	40	U	
129	123	201	24	L	
129	360	88	0	R	
129	360	129	40	U	
129	360	333	8	F	
130	105	104	8	F	
130	105	112	24	L	
130	105	130	40	U	
130	131	130	40	U	
130	131	181	8	F	
130	131	243	24	L	
130	289	130	40	U	
130	289	242	8	F	
130	289	354	24	L	
131	130	105	8	F	
131	130	131	40	U	
131	130	289	0	R	
131	181	3	0	R	
131	181	131	40	U	
131	181	182	24	L	
131	181	212	8	F	
131	243	131	40	U	
131	243	242	24	L	
131	243	417	8	F	
132	133	68	8	F	
132	133	132	40	U	
132	420	132	40	U	
132	420	266	0	R	
132	420	386	8	F	
133	68	133	40	U	
133	68	186	8	F	
133	68	386	0	R	
133	132	133	40	U	
133	132	420	8	F	
134	99	7	0	R	
134	99	100	8	F	
134	99	134	40	U	
134	135	134	40	U	
134	135	267	24	L	
134	135	269	0	R	
134	135	285	8	F	
134	348	134	40	U	
134	348	192	8	F	
134	348	349	24	L	
135	134	99	8	F	
135	134	135	40	U	
135	134	348	0	R	
135	267	78	0	R	
135	267	135	40	U	
135	267	335	8	F	
135	269	54	24	L	
135	269	100	8	F	
135	269	135	40	U	
135	285	78	24	L	
135	285	135	40	U	
135	285	252	8	F	
136	86	136	40	U	
136	86	156	8	F	
136	86	160	24	L	
136	86	162	0	R	
136	161	136	40	U	
136	161	160	0	R	
136	161	315	8	F	
136	162	86	24	L	
136	162	136	40	U	
136	162	156	8	F	
137	4	137	40	U	
137	138	137	40	U	
137	284	41	0	R	
137	284	116	8	F	
137	284	137	40	U	
137	284	235	24	L	
138	137	4	24	L	
138	137	138	40	U	
138	137	284	8	F	
139	27	139	40	U	
139	27	155	24	L	
139	27	163	8	F	
139	27	400	0	R	
139	255	122	8	F	
139	255	139	40	U	
139	255	155	0	R	
139	311	111	0	R	
139	311	139	40	U	
139	311	315	8	F	
140	141	85	0	R	
140	141	140	40	U	
140	141	157	8	F	
140	141	209	24	L	
140	183	140	40	U	
140	183	184	8	F	
140	183	263	24	L	
140	189	140	40	U	
140	189	263	0	R	
140	189	273	8	F	
140	194	140	40	U	
140	194	195	0	R	
140	194	373	8	F	
140	273	140	40	U	
140	273	189	0	R	
140	273	272	8	F	
141	85	141	40	U	
141	85	287	8	F	
141	140	141	40	U	
141	140	183	0	R	
141	140	189	0	R	
141	140	194	24	L	
141	140	273	8	F	
141	157	35	0	R	
141	157	141	40	U	
141	157	173	24	L	
141	209	3	8	F	
141	209	141	40	U	
142	14	142	40	U	
142	14	344	24	L	
142	14	346	8	F	
142	143	87	8	F	
142	143	142	40	U	
142	143	180	24	L	
142	143	344	0	R	
142	338	47	0	R	
142	338	142	40	U	
142	338	306	8	F	
143	87	143	40	U	
143	87	244	8	F	
143	142	14	24	L	
143	142	143	40	U	
143	142	338	8	F	
143	180	143	40	U	
143	180	179	24	L	
143	180	356	8	F	
143	344	14	0	R	
143	344	143	40	U	
143	344	345	8	F	
144	41	144	40	U	
144	41	145	24	L	
144	41	284	8	F	
144	145	41	0	R	
144	145	144	40	U	
144	145	186	8	F	
144	314	115	24	L	
144	314	144	40	U	
144	314	315	8	F	
145	41	144	0	R	
145	41	145	40	U	
145	41	284	8	F	
145	144	41	24	L	
145	144	145	40	U	
145	144	314	8	F	
145	186	36	24	L	
145	186	68	8	F	
145	186	145	40	U	
146	33	146	40	U	
146	33	263	0	R	
146	33	410	8	F	
146	223	40	8	F	
146	223	146	40	U	
146	223	389	0	R	
147	114	10	8	F	
147	114	113	24	L	
147	114	147	40	U	
147	148	147	40	U	
147	148	171	8	F	
147	148	432	0	R	
147	283	25	0	R	
147	283	147	40	U	
147	283	316	8	F	
148	147	114	24	L	
148	147	148	40	U	
148	147	283	8	F	
148	171	103	8	F	
148	171	148	40	U	
148	171	170	24	L	
148	171	233	0	R	
148	432	113	8	F	
148	432	148	40	U	
148	432	234	24	L	
149	121	122	0	R	
149	121	149	40	U	
149	121	150	0	R	
149	121	395	8	F	
149	150	121	8	F	
149	150	149	40	U	
149	150	165	0	R	
149	150	396	0	R	
149	396	149	40	U	
149	396	150	24	L	
149	396	166	8	F	
149	408	149	40	U	
149	408	280	0	R	
149	408	398	8	F	
150	121	122	0	R	
150	121	149	24	L	
150	121	150	40	U	
150	121	395	8	F	
150	149	121	0	R	
150	149	150	40	U	
150	149	396	24	L	
150	149	408	8	F	
